Tenant,Group,Same,Chosen,Score
Relais Colis,1316.0,0.0,0.0,100.0
,,,,
RENAULT,1317.0,1.0,1.0,100.0
RENAULT RETAIL GROUP,1317.0,0.0,0.0,100.0
Renalt-Fedrus,1317.0,0.0,0.0,92.31
Renault,1317.0,0.0,0.0,100.0
Renault - Fedrus,1317.0,0.0,0.0,100.0
Renault Trucks,1317.0,0.0,0.0,100.0
Renault Trucks SAS,1317.0,0.0,0.0,100.0
,,,,
RENAULT RETAIL GROUP,1318.0,1.0,1.0,100.0
Renault,1318.0,0.0,0.0,100.0
WM GROUP,1318.0,0.0,0.0,85.71
,,,,
REWE,1319.0,1.0,1.0,100.0
Rewe Group Buying,1319.0,0.0,0.0,100.0
Royal Reesink,1319.0,0.0,0.0,85.71
,,,,
REXEL,1320.0,1.0,1.0,100.0
Rexel,1320.0,0.0,0.0,100.0
Rexel UK Limited,1320.0,0.0,0.0,100.0
,,,,
"RHEINKRAFT INTERNATIONAL, GMBH",1321.0,1.0,1.0,100.0
SENATOR INTERNATIONAL Spedition GmbH,1321.0,0.0,0.0,86.79
Starlab International GmbH,1321.0,0.0,0.0,86.96
Tenmat,1321.0,0.0,0.0,83.33
,,,,
RHENUS,1322.0,1.0,1.0,100.0
RHENUS LOGISTICS,1322.0,0.0,0.0,100.0
Rhenus,1322.0,0.0,0.0,100.0
Rhenus Air & Ocean Ltd. (Creative Lab),1322.0,0.0,0.0,100.0
Rhenus Freight Logistics,1322.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH,1322.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (1985),1322.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (1993/2002),1322.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (1999),1322.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (2016),1322.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (2018),1322.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (2020),1322.0,0.0,0.0,100.0
Rhenus Logistics,1322.0,0.0,0.0,100.0
,,,,
RHENUS LOGISTICS,1323.0,1.0,1.0,100.0
RS Logistica,1323.0,0.0,0.0,86.96
Realogistic,1323.0,0.0,0.0,84.21
Reslogistics,1323.0,0.0,0.0,85.71
Rhenus,1323.0,0.0,0.0,100.0
Rhenus Freight Logistics,1323.0,0.0,0.0,100.0
Rhenus Logistics,1323.0,0.0,0.0,100.0
SDA Logistics,1323.0,0.0,0.0,86.96
SEKO Logistics,1323.0,0.0,0.0,83.33
SESE Logistics,1323.0,0.0,0.0,83.33
SPI LOGISTIC,1323.0,0.0,0.0,85.71
STI,1323.0,0.0,0.0,100.0
STI Logistics,1323.0,0.0,0.0,86.96
XPO LOGISTICS,1323.0,0.0,0.0,86.96
XPO Logistics,1323.0,0.0,0.0,86.96
,,,,
RICO Logistics LTD sp. z o.o.,1324.0,1.0,1.0,100.0
RS Logistica,1324.0,0.0,0.0,85.71
Realogistic,1324.0,0.0,0.0,84.21
Reslogistics,1324.0,0.0,0.0,85.71
SDA Logistics,1324.0,0.0,0.0,86.96
SEKO Logistics,1324.0,0.0,0.0,83.33
SESE Logistics,1324.0,0.0,0.0,83.33
SPI LOGISTIC,1324.0,0.0,0.0,85.71
STI,1324.0,0.0,0.0,100.0
STI Logistics,1324.0,0.0,0.0,88.0
Skill logistics,1324.0,0.0,0.0,84.62
XPO LOGISTICS,1324.0,0.0,0.0,86.96
XPO Logistics,1324.0,0.0,0.0,86.96
,,,,
RM Trade,1325.0,1.0,1.0,100.0
System Trader Limited.,1325.0,0.0,0.0,87.5
,,,,
ROQUETTE,1326.0,1.0,1.0,100.0
Roquette,1326.0,0.0,0.0,100.0
,,,,
RPS Environmental Management Limited.,1327.0,1.0,1.0,100.0
Tier Environmental Ltd.,1327.0,0.0,0.0,84.21
,,,,
RS Logistica,1328.0,1.0,1.0,100.0
Realogistic,1328.0,0.0,0.0,84.21
Reslogistics,1328.0,0.0,0.0,85.71
Rhenus Freight Logistics,1328.0,0.0,0.0,83.33
Rhenus Logistics,1328.0,0.0,0.0,86.96
Rohlig SUUS Logistics S.A.,1328.0,0.0,0.0,83.33
SDA Logistics,1328.0,0.0,0.0,86.96
SEKO Logistics,1328.0,0.0,0.0,86.96
SEKO Logistics (London) Ltd,1328.0,0.0,0.0,85.71
SESE Logistics,1328.0,0.0,0.0,86.96
SNEL Shared Logistics,1328.0,0.0,0.0,86.96
SOMAUDEX Logistics SAS,1328.0,0.0,0.0,86.96
SPI LOGISTIC,1328.0,0.0,0.0,90.91
SPI LOGISTICS (l'Oreal),1328.0,0.0,0.0,83.33
STI,1328.0,0.0,0.0,100.0
STI Logistics,1328.0,0.0,0.0,86.96
Salvensen Logistics (Danone),1328.0,0.0,0.0,83.33
Salvesen Logistica,1328.0,0.0,0.0,95.65
Scerni Logistics,1328.0,0.0,0.0,86.96
"Seko Logistics
(London) Ltd",1328.0,0.0,0.0,85.71
Skill logistics,1328.0,0.0,0.0,86.96
Stock House Logistica Italia,1328.0,0.0,0.0,91.67
Streamline Logistics Limited,1328.0,0.0,0.0,83.33
TAYLORMADE LOGISTICS,1328.0,0.0,0.0,85.71
Tailormade Logistics,1328.0,0.0,0.0,85.71
TechnoCargo Logistics,1328.0,0.0,0.0,85.71
Tiemex Logistic Services,1328.0,0.0,0.0,90.91
Torque Logistics,1328.0,0.0,0.0,85.71
"Trace Logistics, SAU",1328.0,0.0,0.0,86.96
Traconf Fashion Logistics Group,1328.0,0.0,0.0,83.33
UNIQ LOGISTIC,1328.0,0.0,0.0,85.71
Urban Logistica,1328.0,0.0,0.0,91.67
Vision Logistical Solutions Limited,1328.0,0.0,0.0,91.67
XPO LOGISTICS,1328.0,0.0,0.0,85.71
XPO Logistics,1328.0,0.0,0.0,85.71
Yusen Logistics,1328.0,0.0,0.0,85.71
Yusen Logistics (UK) Ltd,1328.0,0.0,0.0,85.71
Zanardo Servizi Logistici,1328.0,0.0,0.0,86.96
,,,,
RT LOGISTIQUE,1329.0,1.0,1.0,100.0
SCIACQUA LOGISTIQUE,1329.0,0.0,0.0,91.67
SED LOGISTIQUE,1329.0,0.0,0.0,91.67
SMCP Logistique,1329.0,0.0,0.0,91.67
SOTRADEL LOGISTIQUE,1329.0,0.0,0.0,91.67
STI,1329.0,0.0,0.0,100.0
Skipper Logistique,1329.0,0.0,0.0,91.67
,,,,
RTFF Business Services,1330.0,1.0,1.0,100.0
SD SERVICES,1330.0,0.0,0.0,90.0
,,,,
Raben,1331.0,1.0,1.0,100.0
Raben Trans European Germany GmbH,1331.0,0.0,0.0,100.0
,,,,
Rank Xerox,1332.0,1.0,1.0,100.0
Xerox,1332.0,0.0,0.0,100.0
,,,,
Rapier Contract Services,1333.0,1.0,1.0,100.0
SD SERVICES,1333.0,0.0,0.0,90.0
,,,,
Raschetti Solutions,1334.0,1.0,1.0,100.0
SOLUTION 30,1334.0,0.0,0.0,85.71
,,,,
Rds,1335.0,1.0,1.0,100.0
Trifords Limited t/a Auto Windscreens,1335.0,0.0,0.0,100.0
,,,,
Realogistic,1336.0,1.0,1.0,100.0
Reslogistics,1336.0,0.0,0.0,90.91
Rhenus Logistics,1336.0,0.0,0.0,84.21
Rohlig SUUS Logistics S.A.,1336.0,0.0,0.0,85.71
SDA Logistics,1336.0,0.0,0.0,84.21
SEKO Logistics,1336.0,0.0,0.0,84.21
SEKO Logistics (London) Ltd,1336.0,0.0,0.0,84.21
SESE Logistics,1336.0,0.0,0.0,84.21
SNEL Shared Logistics,1336.0,0.0,0.0,84.21
SOMAUDEX Logistics SAS,1336.0,0.0,0.0,84.21
SPI LOGISTIC,1336.0,0.0,0.0,84.21
STI,1336.0,0.0,0.0,100.0
STI Logistics,1336.0,0.0,0.0,84.21
Salvesen Logistica,1336.0,0.0,0.0,84.21
Scerni Logistics,1336.0,0.0,0.0,84.21
"Seko Logistics
(London) Ltd",1336.0,0.0,0.0,84.21
Servizi Logistici / Plurima,1336.0,0.0,0.0,84.21
Skill logistics,1336.0,0.0,0.0,84.21
TAYLORMADE LOGISTICS,1336.0,0.0,0.0,84.21
Tailormade Logistics,1336.0,0.0,0.0,84.21
TechnoCargo Logistics,1336.0,0.0,0.0,84.21
Tiemex Logistic Services,1336.0,0.0,0.0,84.21
Torque Logistics,1336.0,0.0,0.0,84.21
"Trace Logistics, SAU",1336.0,0.0,0.0,84.21
UNIQ LOGISTIC,1336.0,0.0,0.0,84.21
Urban Logistica,1336.0,0.0,0.0,84.21
XPO LOGISTICS,1336.0,0.0,0.0,84.21
XPO Logistics,1336.0,0.0,0.0,84.21
Yusen Logistics,1336.0,0.0,0.0,84.21
Yusen Logistics (UK) Ltd,1336.0,0.0,0.0,84.21
Zanardo Servizi Logistici,1336.0,0.0,0.0,84.21
Zanardo Servizi Logistici S.p.a.,1336.0,0.0,0.0,85.71
,,,,
Refresco,1337.0,1.0,1.0,100.0
Rolesco,1337.0,0.0,0.0,83.33
Tesco,1337.0,0.0,0.0,88.89
,,,,
Reichhart Logistik GmbH,1338.0,1.0,1.0,100.0
Rudolph Logistik GmbH,1338.0,0.0,0.0,83.33
STI,1338.0,0.0,0.0,100.0
,,,,
Renalt-Fedrus,1339.0,1.0,1.0,100.0
Renault,1339.0,0.0,0.0,92.31
Renault - Fedrus,1339.0,0.0,0.0,92.31
,,,,
Renault,1340.0,1.0,1.0,100.0
Renault - Fedrus,1340.0,0.0,0.0,100.0
Renault Trucks,1340.0,0.0,0.0,100.0
Renault Trucks SAS,1340.0,0.0,0.0,100.0
,,,,
Rent Guarantee,1341.0,1.0,1.0,100.0
Rental Guarantee,1341.0,0.0,0.0,100.0
Under Offer - Rental Guarantee,1341.0,0.0,0.0,83.33
Vacant - Rental Guarantee,1341.0,0.0,0.0,100.0
,,,,
Renta Oy,1342.0,1.0,1.0,100.0
Rinta-Joupin Autoliike Oy,1342.0,0.0,0.0,87.5
,,,,
Rental Guarantee,1343.0,1.0,1.0,100.0
Vacant - Rental Guarantee,1343.0,0.0,0.0,100.0
,,,,
Reslogistics,1344.0,1.0,1.0,100.0
Rhenus Logistics,1344.0,0.0,0.0,85.71
SDA Logistics,1344.0,0.0,0.0,85.71
SEKO Logistics,1344.0,0.0,0.0,85.71
SEKO Logistics (London) Ltd,1344.0,0.0,0.0,85.71
SESE Logistics,1344.0,0.0,0.0,85.71
SNEL Shared Logistics,1344.0,0.0,0.0,85.71
SOMAUDEX Logistics SAS,1344.0,0.0,0.0,85.71
SPI LOGISTIC,1344.0,0.0,0.0,85.71
STI,1344.0,0.0,0.0,100.0
STI Logistics,1344.0,0.0,0.0,85.71
Salvensen Logistics (Danone),1344.0,0.0,0.0,83.33
Scerni Logistics,1344.0,0.0,0.0,85.71
"Seko Logistics
(London) Ltd",1344.0,0.0,0.0,85.71
Skill logistics,1344.0,0.0,0.0,85.71
Streamline Logistics Limited,1344.0,0.0,0.0,83.33
TAYLORMADE LOGISTICS,1344.0,0.0,0.0,85.71
Tailormade Logistics,1344.0,0.0,0.0,85.71
TechnoCargo Logistics,1344.0,0.0,0.0,85.71
Torque Logistics,1344.0,0.0,0.0,85.71
"Trace Logistics, SAU",1344.0,0.0,0.0,85.71
XPO LOGISTICS,1344.0,0.0,0.0,85.71
XPO Logistics,1344.0,0.0,0.0,85.71
Yusen Logistics,1344.0,0.0,0.0,85.71
Yusen Logistics (UK) Ltd,1344.0,0.0,0.0,85.71
,,,,
Restore,1345.0,1.0,1.0,100.0
Restore plc,1345.0,0.0,0.0,100.0
,,,,
Rexel,1346.0,1.0,1.0,100.0
Rexel UK Limited,1346.0,0.0,0.0,100.0
,,,,
Rexel UK Limited,1347.0,1.0,1.0,100.0
SAF Limited,1347.0,0.0,0.0,84.21
Tabure Limited,1347.0,0.0,0.0,83.33
Trutex Limited,1347.0,0.0,0.0,88.0
XDP Limited,1347.0,0.0,0.0,84.21
,,,,
Rhenus,1348.0,1.0,1.0,100.0
Rhenus Air & Ocean Ltd. (Creative Lab),1348.0,0.0,0.0,100.0
Rhenus Freight Logistics,1348.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH,1348.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (1985),1348.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (1993/2002),1348.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (1999),1348.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (2016),1348.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (2018),1348.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (2020),1348.0,0.0,0.0,100.0
Rhenus Logistics,1348.0,0.0,0.0,100.0
,,,,
Rhenus Freight Logistics,1349.0,1.0,1.0,100.0
Rhenus Logistics,1349.0,0.0,0.0,100.0
STI,1349.0,0.0,0.0,100.0
,,,,
Rhenus Home Delivery GmbH,1350.0,1.0,1.0,100.0
Rhenus Home Delivery GmbH (1985),1350.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (1993/2002),1350.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (1999),1350.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (2016),1350.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (2018),1350.0,0.0,0.0,100.0
Rhenus Home Delivery GmbH (2020),1350.0,0.0,0.0,100.0
,,,,
Rhenus Home Delivery GmbH (1985),1351.0,1.0,1.0,100.0
Rhenus Home Delivery GmbH (1993/2002),1351.0,0.0,0.0,92.86
Rhenus Home Delivery GmbH (1999),1351.0,0.0,0.0,94.74
Rhenus Home Delivery GmbH (2016),1351.0,0.0,0.0,93.1
Rhenus Home Delivery GmbH (2018),1351.0,0.0,0.0,96.55
Rhenus Home Delivery GmbH (2020),1351.0,0.0,0.0,92.86
,,,,
Rhenus Home Delivery GmbH (1993/2002),1352.0,1.0,1.0,100.0
Rhenus Home Delivery GmbH (1999),1352.0,0.0,0.0,92.86
Rhenus Home Delivery GmbH (2016),1352.0,0.0,0.0,94.74
Rhenus Home Delivery GmbH (2018),1352.0,0.0,0.0,94.74
Rhenus Home Delivery GmbH (2020),1352.0,0.0,0.0,96.67
,,,,
Rhenus Home Delivery GmbH (1999),1353.0,1.0,1.0,100.0
Rhenus Home Delivery GmbH (2016),1353.0,0.0,0.0,93.1
Rhenus Home Delivery GmbH (2018),1353.0,0.0,0.0,93.1
Rhenus Home Delivery GmbH (2020),1353.0,0.0,0.0,92.86
,,,,
Rhenus Home Delivery GmbH (2016),1354.0,1.0,1.0,100.0
Rhenus Home Delivery GmbH (2018),1354.0,0.0,0.0,96.67
Rhenus Home Delivery GmbH (2020),1354.0,0.0,0.0,96.55
,,,,
Rhenus Home Delivery GmbH (2018),1355.0,1.0,1.0,100.0
Rhenus Home Delivery GmbH (2020),1355.0,0.0,0.0,96.55
,,,,
Rhenus Logistics,1356.0,1.0,1.0,100.0
SDA Logistics,1356.0,0.0,0.0,86.96
SEKO Logistics,1356.0,0.0,0.0,83.33
SESE Logistics,1356.0,0.0,0.0,83.33
SPI LOGISTIC,1356.0,0.0,0.0,85.71
STI,1356.0,0.0,0.0,100.0
STI Logistics,1356.0,0.0,0.0,86.96
XPO LOGISTICS,1356.0,0.0,0.0,86.96
XPO Logistics,1356.0,0.0,0.0,86.96
,,,,
Richmond Marketing Limited,1357.0,1.0,1.0,100.0
SAF Limited,1357.0,0.0,0.0,85.71
XDP Limited,1357.0,0.0,0.0,84.21
,,,,
Rico Italia,1358.0,1.0,1.0,100.0
Zara Italia,1358.0,0.0,0.0,84.21
,,,,
Riksbyggen Ekonomisk Förening,1359.0,1.0,1.0,100.0
Seko,1359.0,0.0,0.0,85.71
,,,,
Risley MOT & Trucks Limited.,1360.0,1.0,1.0,100.0
SAF Limited,1360.0,0.0,0.0,84.21
XDP Limited,1360.0,0.0,0.0,84.21
,,,,
Riva Paoletti Limited,1361.0,1.0,1.0,100.0
SAF Limited,1361.0,0.0,0.0,85.71
XDP Limited,1361.0,0.0,0.0,90.0
,,,,
Roadside Media UK2 Limited,1362.0,1.0,1.0,100.0
SAF Limited,1362.0,0.0,0.0,84.21
XDP Limited,1362.0,0.0,0.0,84.21
,,,,
Rochling Engineering Plastics (UK) Ltd,1363.0,1.0,1.0,100.0
STI,1363.0,0.0,0.0,100.0
,,,,
Rohlig SUUS Logistics S.A.,1364.0,1.0,1.0,100.0
STI,1364.0,0.0,0.0,100.0
XPO LOGISTICS,1364.0,0.0,0.0,84.62
XPO Logistics,1364.0,0.0,0.0,84.62
,,,,
Rolesco,1365.0,1.0,1.0,100.0
Tesco,1365.0,0.0,0.0,88.89
,,,,
Rossco Electrical Ltd.,1366.0,1.0,1.0,100.0
SELECTA,1366.0,0.0,0.0,83.33
Spibey Electrical Ltd.,1366.0,0.0,0.0,86.49
Sysco,1366.0,0.0,0.0,88.89
,,,,
Roussel,1367.0,1.0,1.0,100.0
Russell Fewins Ltd,1367.0,0.0,0.0,85.71
,,,,
Routeco Plc,1368.0,1.0,1.0,100.0
Tesco,1368.0,0.0,0.0,88.89
,,,,
Royal Mail,1369.0,1.0,1.0,100.0
Royal Mail Group Limited,1369.0,0.0,0.0,100.0
,,,,
Royal Mail Group Limited,1370.0,1.0,1.0,100.0
UK Mail Group Limited,1370.0,0.0,0.0,95.0
WM GROUP,1370.0,0.0,0.0,85.71
,,,,
Rudolph Logistik GmbH,1371.0,1.0,1.0,100.0
STI,1371.0,0.0,0.0,100.0
,,,,
S MacDonald Commerical Services Limited,1372.0,1.0,1.0,100.0
SD SERVICES,1372.0,0.0,0.0,95.24
,,,,
SAF Limited,1373.0,1.0,1.0,100.0
SIG Trading Limited,1373.0,0.0,0.0,90.0
SM Houseware Limited,1373.0,0.0,0.0,85.71
Samworth Brothers Limited.,1373.0,0.0,0.0,90.91
Savano Blinds Limited,1373.0,0.0,0.0,90.91
Schenker Limited,1373.0,0.0,0.0,90.0
Sealy United Kingdom Limited,1373.0,0.0,0.0,90.91
Sicame UK Limited,1373.0,0.0,0.0,90.0
Sicame Uk Limited,1373.0,0.0,0.0,90.0
Smyths Toys UK Limited,1373.0,0.0,0.0,90.0
Sofa.com Limited,1373.0,0.0,0.0,90.91
Soilsafe Limited,1373.0,0.0,0.0,90.0
Spal Automotive (UK) Limited.,1373.0,0.0,0.0,90.91
Spax Performance Limited,1373.0,0.0,0.0,84.21
Spinko Limited,1373.0,0.0,0.0,90.0
Streamline Logistics Limited,1373.0,0.0,0.0,84.21
Super R Limited,1373.0,0.0,0.0,84.21
Super Smart Service Limited,1373.0,0.0,0.0,90.0
System Trader Limited.,1373.0,0.0,0.0,90.0
TLC (Southern) Limited,1373.0,0.0,0.0,90.0
Tabure Limited,1373.0,0.0,0.0,85.71
Tesco Stores Limited,1373.0,0.0,0.0,90.0
The Crucial Sauce Company Limited,1373.0,0.0,0.0,90.91
Timet UK Limited,1373.0,0.0,0.0,84.21
Toolstation Limited,1373.0,0.0,0.0,84.21
Toolstation Limited.,1373.0,0.0,0.0,84.21
Travis Perkins (Properties) Limited,1373.0,0.0,0.0,84.21
Trutex Limited,1373.0,0.0,0.0,84.21
UK Plumbing Supplies Limited,1373.0,0.0,0.0,84.21
Victorian Plumbing Limited,1373.0,0.0,0.0,84.21
Viovet Limited,1373.0,0.0,0.0,84.21
Vision Logistical Solutions Limited,1373.0,0.0,0.0,84.21
Vodafone Limited,1373.0,0.0,0.0,84.21
Vross Wheelchairs Limited.,1373.0,0.0,0.0,84.21
Wayfair (UK) Limited,1373.0,0.0,0.0,84.21
Webshirts Limited,1373.0,0.0,0.0,84.21
Wellell UK Limited,1373.0,0.0,0.0,84.21
Williams Trade Supplies Limited,1373.0,0.0,0.0,90.0
Winit (UK) Limited,1373.0,0.0,0.0,84.21
Wolseley UK Limited,1373.0,0.0,0.0,84.21
XDP Limited,1373.0,0.0,0.0,84.21
Xpress Print Solutions Limited,1373.0,0.0,0.0,84.21
,,,,
SAFRAM IDF,1374.0,1.0,1.0,100.0
SAFRAN,1374.0,0.0,0.0,83.33
,,,,
SAFRAN,1375.0,1.0,1.0,100.0
Safar,1375.0,0.0,0.0,88.89
Safran Helicopters,1375.0,0.0,0.0,100.0
,,,,
SAM Alzenau Projektgesellschaft mbH & Co,1376.0,1.0,1.0,100.0
SAM Lorsch Projektgesellschaft,1376.0,0.0,0.0,90.91
,,,,
SAM DISTRIBUTION,1377.0,1.0,1.0,100.0
Western Power Distribution (W Mids) Plc,1377.0,0.0,0.0,93.33
XPO Distribution France SAS,1377.0,0.0,0.0,89.66
,,,,
SAMADA,1378.0,1.0,1.0,100.0
Samada,1378.0,0.0,0.0,100.0
,,,,
SAS PROWICHES,1379.0,1.0,1.0,100.0
Wickes,1379.0,0.0,0.0,83.33
,,,,
SCC GROUP,1380.0,1.0,1.0,100.0
WM GROUP,1380.0,0.0,0.0,85.71
,,,,
SCHENKER FRANCE,1381.0,1.0,1.0,100.0
SCP France,1381.0,0.0,0.0,94.74
Schenker B.V.,1381.0,0.0,0.0,85.71
,,,,
SCI COMTESSE,1382.0,1.0,1.0,100.0
Tiesse,1382.0,0.0,0.0,83.33
,,,,
SCIACQUA LOGISTIQUE,1383.0,1.0,1.0,100.0
SED LOGISTIQUE,1383.0,0.0,0.0,92.31
SMCP Logistique,1383.0,0.0,0.0,92.86
STI,1383.0,0.0,0.0,100.0
,,,,
SCP France,1384.0,1.0,1.0,100.0
STEGO FRANCE SA,1384.0,0.0,0.0,88.89
Voestalpine Stamptec France,1384.0,0.0,0.0,88.89
WORLD SECURITY PROTECT FRANCE - WSPF,1384.0,0.0,0.0,88.89
,,,,
SD SERVICES,1385.0,1.0,1.0,100.0
SME Building Services Ltd,1385.0,0.0,0.0,90.91
Speedy Asset Services Limited,1385.0,0.0,0.0,90.91
Super Smart Service Limited,1385.0,0.0,0.0,90.91
Super Smart Service Ltd,1385.0,0.0,0.0,90.91
Thermodynamix Thermoforming Specialist Services Ltd,1385.0,0.0,0.0,90.91
Time Wholesale Services (UK) Ltd,1385.0,0.0,0.0,90.91
kd-services GmbH,1385.0,0.0,0.0,95.24
,,,,
SDA,1386.0,1.0,1.0,100.0
SDA Express Courier S.p.a.,1386.0,0.0,0.0,100.0
SDA Express Courier S.r.l.,1386.0,0.0,0.0,100.0
SDA Logistics,1386.0,0.0,0.0,100.0
,,,,
SDA Express Courier S.p.a.,1387.0,1.0,1.0,100.0
SDA Express Courier S.r.l.,1387.0,0.0,0.0,91.67
XPRESS COURIERS,1387.0,0.0,0.0,93.33
,,,,
SDA Express Courier S.r.l.,1388.0,1.0,1.0,100.0
XPRESS COURIERS,1388.0,0.0,0.0,93.33
,,,,
SDA Logistics,1389.0,1.0,1.0,100.0
SEKO Logistics,1389.0,0.0,0.0,91.67
SEKO Logistics (London) Ltd,1389.0,0.0,0.0,86.96
SESE Logistics,1389.0,0.0,0.0,91.67
SNEL Shared Logistics,1389.0,0.0,0.0,92.31
SOMAUDEX Logistics SAS,1389.0,0.0,0.0,96.0
SPI LOGISTIC,1389.0,0.0,0.0,86.96
STI,1389.0,0.0,0.0,100.0
STI Logistics,1389.0,0.0,0.0,91.67
Salvensen Logistics (Danone),1389.0,0.0,0.0,92.31
Salvesen Logistica,1389.0,0.0,0.0,88.0
Scerni Logistics,1389.0,0.0,0.0,91.67
"Seko Logistics
(London) Ltd",1389.0,0.0,0.0,86.96
Skill logistics,1389.0,0.0,0.0,91.67
Streamline Logistics Limited,1389.0,0.0,0.0,84.62
TAYLORMADE LOGISTICS,1389.0,0.0,0.0,88.0
Tailormade Logistics,1389.0,0.0,0.0,88.0
TechnoCargo Logistics,1389.0,0.0,0.0,86.96
Tiemex Logistic Services,1389.0,0.0,0.0,86.96
Torque Logistics,1389.0,0.0,0.0,86.96
"Trace Logistics, SAU",1389.0,0.0,0.0,96.0
Traconf Fashion Logistics Group,1389.0,0.0,0.0,84.62
XPO LOGISTICS,1389.0,0.0,0.0,86.96
XPO Logistics,1389.0,0.0,0.0,86.96
Yusen Logistics,1389.0,0.0,0.0,86.96
Yusen Logistics (UK) Ltd,1389.0,0.0,0.0,86.96
Zanardo Servizi Logistici,1389.0,0.0,0.0,83.33
,,,,
SED,1390.0,1.0,1.0,100.0
SED LOGISTIQUE,1390.0,0.0,0.0,100.0
,,,,
SED LOGISTIQUE,1391.0,1.0,1.0,100.0
SMCP Logistique,1391.0,0.0,0.0,92.31
SOTRADEL LOGISTIQUE,1391.0,0.0,0.0,92.31
STI,1391.0,0.0,0.0,100.0
Skipper Logistique,1391.0,0.0,0.0,92.31
,,,,
SEIFERT,1392.0,1.0,1.0,100.0
Seifret,1392.0,0.0,0.0,85.71
,,,,
SEKO Logistics,1393.0,1.0,1.0,100.0
SEKO Logistics (London) Ltd,1393.0,0.0,0.0,84.62
SESE Logistics,1393.0,0.0,0.0,92.31
SNEL Shared Logistics,1393.0,0.0,0.0,88.0
SOMAUDEX Logistics SAS,1393.0,0.0,0.0,88.0
SPI LOGISTIC,1393.0,0.0,0.0,86.96
STI,1393.0,0.0,0.0,100.0
STI Logistics,1393.0,0.0,0.0,91.67
Scerni Logistics,1393.0,0.0,0.0,88.89
Seko,1393.0,0.0,0.0,100.0
"Seko Logistics
(London) Ltd",1393.0,0.0,0.0,84.62
Skill logistics,1393.0,0.0,0.0,92.31
Streamline Logistics Limited,1393.0,0.0,0.0,85.71
TAYLORMADE LOGISTICS,1393.0,0.0,0.0,83.33
Tailormade Logistics,1393.0,0.0,0.0,83.33
TechnoCargo Logistics,1393.0,0.0,0.0,84.62
Tiemex Logistic Services,1393.0,0.0,0.0,88.0
Torque Logistics,1393.0,0.0,0.0,84.62
"Trace Logistics, SAU",1393.0,0.0,0.0,88.0
XPO LOGISTICS,1393.0,0.0,0.0,86.96
XPO Logistics,1393.0,0.0,0.0,86.96
Yusen Logistics,1393.0,0.0,0.0,85.71
Yusen Logistics (UK) Ltd,1393.0,0.0,0.0,83.33
Zanardo Servizi Logistici,1393.0,0.0,0.0,84.62
,,,,
SEKO Logistics (London) Ltd,1394.0,1.0,1.0,100.0
SESE Logistics,1394.0,0.0,0.0,83.33
SPI LOGISTIC,1394.0,0.0,0.0,85.71
STI,1394.0,0.0,0.0,100.0
STI Logistics,1394.0,0.0,0.0,86.96
Seko,1394.0,0.0,0.0,100.0
"Seko Logistics
(London) Ltd",1394.0,0.0,0.0,100.0
Skill logistics,1394.0,0.0,0.0,84.62
XPO LOGISTICS,1394.0,0.0,0.0,88.0
XPO Logistics,1394.0,0.0,0.0,88.0
,,,,
SELECTA,1395.0,1.0,1.0,100.0
Schneider Electric,1395.0,0.0,0.0,83.33
Schneider Electric Limited,1395.0,0.0,0.0,83.33
Spibey Electrical Ltd.,1395.0,0.0,0.0,83.33
Yorkshire Electricity Group,1395.0,0.0,0.0,83.33
,,,,
SENATOR INTERNATIONAL Spedition GmbH,1396.0,1.0,1.0,100.0
SENATOR International Spedition,1396.0,0.0,0.0,100.0
Starlab International GmbH,1396.0,0.0,0.0,86.96
Tenmat,1396.0,0.0,0.0,83.33
,,,,
SENATOR International Spedition,1397.0,1.0,1.0,100.0
Tenmat,1397.0,0.0,0.0,83.33
,,,,
SESE Logistics,1398.0,1.0,1.0,100.0
SNEL Shared Logistics,1398.0,0.0,0.0,88.0
SOMAUDEX Logistics SAS,1398.0,0.0,0.0,88.89
SPI LOGISTIC,1398.0,0.0,0.0,86.96
STI,1398.0,0.0,0.0,100.0
STI Logistics,1398.0,0.0,0.0,91.67
Scerni Logistics,1398.0,0.0,0.0,88.89
"Seko Logistics
(London) Ltd",1398.0,0.0,0.0,83.33
Sese,1398.0,0.0,0.0,100.0
Skill logistics,1398.0,0.0,0.0,88.0
Streamline Logistics Limited,1398.0,0.0,0.0,85.71
